trial_index,audio_filename,condition,position
1,ADR_long_grammatical/A3B3A1B1A2B2_281.wav,long_grammatical,0
2,ADR_long_replacement/A3B3A1B1A2B2_74.wav,long_replacement,-3
3,ADR_long_grammatical/A2B2A1B1A3B3_159.wav,long_grammatical,0
4,ADR_long_grammatical/A1B1A2B2A3B3_31.wav,long_grammatical,0
5,ADR_long_grammatical/A3B3A1B1A2B2_280.wav,long_grammatical,0
6,ADR_long_replacement/A2B2A1B1A3B3_24.wav,long_replacement,-3
7,ADR_long_grammatical/A2B2A1B1A3B3_181.wav,long_grammatical,0
8,ADR_long_replacement/A1B1A2B2A3B3_93.wav,long_replacement,-3
9,ADR_long_grammatical/A1B1A3B3A2B2_80.wav,long_grammatical,0
10,ADR_long_grammatical/A3B3A2B2A1B1_320.wav,long_grammatical,0
11,ADR_long_replacement/A2B2A3B3A1B1_0.wav,long_replacement,-3
12,ADR_long_grammatical/A1B1A2B2A3B3_52.wav,long_grammatical,0
13,ADR_long_grammatical/A1B1A2B2A3B3_60.wav,long_grammatical,0
14,ADR_long_grammatical/A2B2A1B1A3B3_180.wav,long_grammatical,0
15,ADR_long_grammatical/A2B2A3B3A1B1_239.wav,long_grammatical,0
16,ADR_long_grammatical/A1B1A2B2A3B3_40.wav,long_grammatical,0
17,ADR_long_grammatical/A1B1A3B3A2B2_82.wav,long_grammatical,0
18,ADR_long_grammatical/A2B2A1B1A3B3_155.wav,long_grammatical,0
19,ADR_long_grammatical/A3B3A2B2A1B1_327.wav,long_grammatical,0
20,ADR_long_grammatical/A3B3A1B1A2B2_287.wav,long_grammatical,0
21,ADR_long_replacement/A1B1A3B3A2B2_70.wav,long_replacement,-3
22,ADR_long_replacement/A3B3A2B2A1B1_79.wav,long_replacement,-3
23,ADR_long_replacement/A1B1A3B3A2B2_43.wav,long_replacement,-3
24,ADR_long_grammatical/A3B3A2B2A1B1_376.wav,long_grammatical,0
25,ADR_long_grammatical/A2B2A3B3A1B1_241.wav,long_grammatical,0
26,ADR_long_grammatical/A2B2A3B3A1B1_253.wav,long_grammatical,0
27,ADR_long_grammatical/A1B1A3B3A2B2_122.wav,long_grammatical,0
28,ADR_long_grammatical/A2B2A3B3A1B1_240.wav,long_grammatical,0
29,ADR_long_grammatical/A1B1A3B3A2B2_127.wav,long_grammatical,0
30,ADR_long_grammatical/A1B1A3B3A2B2_117.wav,long_grammatical,0
31,ADR_long_grammatical/A1B1A2B2A3B3_21.wav,long_grammatical,0
32,ADR_long_grammatical/A3B3A1B1A2B2_290.wav,long_grammatical,0
33,ADR_long_grammatical/A3B3A2B2A1B1_355.wav,long_grammatical,0
34,ADR_long_replacement/A2B2A3B3A1B1_68.wav,long_replacement,-3
35,ADR_long_grammatical/A3B3A1B1A2B2_291.wav,long_grammatical,0
36,ADR_long_grammatical/A2B2A3B3A1B1_220.wav,long_grammatical,0
37,ADR_long_grammatical/A3B3A2B2A1B1_322.wav,long_grammatical,0
38,ADR_long_replacement/A3B3A2B2A1B1_22.wav,long_replacement,-3
39,ADR_long_replacement/A1B1A3B3A2B2_96.wav,long_replacement,-3
40,ADR_long_grammatical/A2B2A1B1A3B3_152.wav,long_grammatical,0
41,ADR_long_grammatical/A3B3A1B1A2B2_302.wav,long_grammatical,0
42,ADR_long_grammatical/A2B2A3B3A1B1_197.wav,long_grammatical,0
43,ADR_long_replacement/A2B2A1B1A3B3_62.wav,long_replacement,-3
44,ADR_long_grammatical/A1B1A3B3A2B2_108.wav,long_grammatical,0
45,ADR_long_grammatical/A2B2A3B3A1B1_198.wav,long_grammatical,0
46,ADR_long_grammatical/A1B1A2B2A3B3_62.wav,long_grammatical,0
47,ADR_long_replacement/A1B1A3B3A2B2_50.wav,long_replacement,-3
48,ADR_long_grammatical/A3B3A2B2A1B1_340.wav,long_grammatical,0
49,ADR_long_grammatical/A2B2A3B3A1B1_194.wav,long_grammatical,0
50,ADR_long_grammatical/A3B3A1B1A2B2_305.wav,long_grammatical,0
51,ADR_long_grammatical/A2B2A1B1A3B3_162.wav,long_grammatical,0
52,ADR_long_grammatical/A1B1A3B3A2B2_126.wav,long_grammatical,0
53,ADR_long_grammatical/A3B3A2B2A1B1_351.wav,long_grammatical,0
54,ADR_long_replacement/A2B2A1B1A3B3_60.wav,long_replacement,-3
55,ADR_long_grammatical/A3B3A1B1A2B2_309.wav,long_grammatical,0
56,ADR_long_grammatical/A1B1A3B3A2B2_114.wav,long_grammatical,0
57,ADR_long_grammatical/A1B1A3B3A2B2_87.wav,long_grammatical,0
58,ADR_long_grammatical/A1B1A3B3A2B2_105.wav,long_grammatical,0
59,ADR_long_grammatical/A1B1A3B3A2B2_100.wav,long_grammatical,0
60,ADR_long_grammatical/A1B1A3B3A2B2_123.wav,long_grammatical,0
61,ADR_long_grammatical/A1B1A3B3A2B2_75.wav,long_grammatical,0
62,ADR_long_grammatical/A1B1A2B2A3B3_23.wav,long_grammatical,0
63,ADR_long_grammatical/A3B3A1B1A2B2_260.wav,long_grammatical,0
64,ADR_long_grammatical/A1B1A2B2A3B3_55.wav,long_grammatical,0
65,ADR_long_grammatical/A1B1A3B3A2B2_119.wav,long_grammatical,0
66,ADR_long_grammatical/A1B1A2B2A3B3_35.wav,long_grammatical,0
67,ADR_long_replacement/A2B2A1B1A3B3_90.wav,long_replacement,-3
68,ADR_long_grammatical/A1B1A2B2A3B3_51.wav,long_grammatical,0
69,ADR_long_grammatical/A3B3A2B2A1B1_325.wav,long_grammatical,0
70,ADR_long_grammatical/A1B1A3B3A2B2_84.wav,long_grammatical,0
71,ADR_long_replacement/A2B2A3B3A1B1_34.wav,long_replacement,-3
72,ADR_long_replacement/A1B1A3B3A2B2_98.wav,long_replacement,-3
73,ADR_long_grammatical/A2B2A1B1A3B3_140.wav,long_grammatical,0
74,ADR_long_grammatical/A2B2A1B1A3B3_137.wav,long_grammatical,0
75,ADR_long_replacement/A1B1A3B3A2B2_8.wav,long_replacement,-3
76,ADR_long_grammatical/A1B1A3B3A2B2_83.wav,long_grammatical,0
77,ADR_long_grammatical/A3B3A2B2A1B1_370.wav,long_grammatical,0
78,ADR_long_grammatical/A2B2A3B3A1B1_210.wav,long_grammatical,0
79,ADR_long_grammatical/A1B1A2B2A3B3_6.wav,long_grammatical,0
80,ADR_long_grammatical/A1B1A3B3A2B2_92.wav,long_grammatical,0
81,ADR_long_grammatical/A2B2A1B1A3B3_141.wav,long_grammatical,0
82,ADR_long_replacement/A1B1A2B2A3B3_26.wav,long_replacement,-3
83,ADR_long_grammatical/A2B2A1B1A3B3_150.wav,long_grammatical,0
84,ADR_long_replacement/A2B2A3B3A1B1_87.wav,long_replacement,-3
85,ADR_long_grammatical/A3B3A1B1A2B2_258.wav,long_grammatical,0
86,ADR_long_grammatical/A2B2A1B1A3B3_166.wav,long_grammatical,0
87,ADR_long_replacement/A2B2A1B1A3B3_35.wav,long_replacement,-3
88,ADR_long_grammatical/A3B3A1B1A2B2_278.wav,long_grammatical,0
89,ADR_long_replacement/A3B3A2B2A1B1_99.wav,long_replacement,-3
90,ADR_long_grammatical/A1B1A2B2A3B3_46.wav,long_grammatical,0
91,ADR_long_grammatical/A2B2A3B3A1B1_203.wav,long_grammatical,0
92,ADR_long_grammatical/A3B3A2B2A1B1_366.wav,long_grammatical,0
93,ADR_long_replacement/A2B2A3B3A1B1_41.wav,long_replacement,-3
94,ADR_long_grammatical/A3B3A2B2A1B1_337.wav,long_grammatical,0
95,ADR_long_grammatical/A3B3A2B2A1B1_382.wav,long_grammatical,0
96,ADR_long_replacement/A2B2A1B1A3B3_64.wav,long_replacement,-3
97,ADR_long_grammatical/A3B3A2B2A1B1_343.wav,long_grammatical,0
98,ADR_long_grammatical/A1B1A3B3A2B2_97.wav,long_grammatical,0
99,ADR_long_grammatical/A1B1A3B3A2B2_86.wav,long_grammatical,0
100,ADR_long_grammatical/A2B2A3B3A1B1_216.wav,long_grammatical,0
101,ADR_long_grammatical/A2B2A1B1A3B3_174.wav,long_grammatical,0
102,ADR_long_grammatical/A2B2A1B1A3B3_189.wav,long_grammatical,0
103,ADR_long_grammatical/A2B2A1B1A3B3_145.wav,long_grammatical,0
104,ADR_long_grammatical/A1B1A2B2A3B3_47.wav,long_grammatical,0
105,ADR_long_grammatical/A3B3A1B1A2B2_297.wav,long_grammatical,0
106,ADR_long_grammatical/A2B2A1B1A3B3_176.wav,long_grammatical,0
107,ADR_long_replacement/A3B3A2B2A1B1_86.wav,long_replacement,-3
108,ADR_long_replacement/A2B2A1B1A3B3_14.wav,long_replacement,-3
109,ADR_long_replacement/A2B2A1B1A3B3_36.wav,long_replacement,-3
110,ADR_long_grammatical/A3B3A2B2A1B1_377.wav,long_grammatical,0
111,ADR_long_replacement/A2B2A1B1A3B3_7.wav,long_replacement,-3
112,ADR_long_replacement/A2B2A1B1A3B3_81.wav,long_replacement,-3
113,ADR_long_grammatical/A2B2A3B3A1B1_237.wav,long_grammatical,0
114,ADR_long_grammatical/A1B1A2B2A3B3_63.wav,long_grammatical,0
115,ADR_long_replacement/A3B3A1B1A2B2_55.wav,long_replacement,-3
116,ADR_long_grammatical/A1B1A2B2A3B3_15.wav,long_grammatical,0
117,ADR_long_grammatical/A1B1A3B3A2B2_113.wav,long_grammatical,0
118,ADR_long_grammatical/A2B2A1B1A3B3_184.wav,long_grammatical,0
119,ADR_long_grammatical/A3B3A1B1A2B2_301.wav,long_grammatical,0
120,ADR_long_replacement/A3B3A2B2A1B1_11.wav,long_replacement,-3
121,ADR_long_replacement/A3B3A1B1A2B2_49.wav,long_replacement,-3
122,ADR_long_grammatical/A3B3A2B2A1B1_378.wav,long_grammatical,0
123,ADR_long_grammatical/A3B3A1B1A2B2_271.wav,long_grammatical,0
124,ADR_long_grammatical/A3B3A2B2A1B1_336.wav,long_grammatical,0
125,ADR_long_grammatical/A2B2A1B1A3B3_185.wav,long_grammatical,0
126,ADR_long_grammatical/A2B2A1B1A3B3_170.wav,long_grammatical,0
127,ADR_long_grammatical/A2B2A3B3A1B1_248.wav,long_grammatical,0
128,ADR_long_grammatical/A3B3A2B2A1B1_369.wav,long_grammatical,0
129,ADR_long_grammatical/A3B3A1B1A2B2_286.wav,long_grammatical,0
130,ADR_long_grammatical/A1B1A2B2A3B3_41.wav,long_grammatical,0
131,ADR_long_grammatical/A3B3A2B2A1B1_338.wav,long_grammatical,0
132,ADR_long_grammatical/A1B1A2B2A3B3_30.wav,long_grammatical,0
133,ADR_long_replacement/A2B2A3B3A1B1_83.wav,long_replacement,-3
134,ADR_long_grammatical/A1B1A2B2A3B3_44.wav,long_grammatical,0
135,ADR_long_grammatical/A1B1A2B2A3B3_49.wav,long_grammatical,0
136,ADR_long_grammatical/A3B3A1B1A2B2_284.wav,long_grammatical,0
137,ADR_long_grammatical/A1B1A2B2A3B3_36.wav,long_grammatical,0
138,ADR_long_replacement/A1B1A3B3A2B2_94.wav,long_replacement,-3
139,ADR_long_grammatical/A3B3A2B2A1B1_380.wav,long_grammatical,0
140,ADR_long_grammatical/A3B3A1B1A2B2_292.wav,long_grammatical,0
141,ADR_long_grammatical/A3B3A1B1A2B2_268.wav,long_grammatical,0
142,ADR_long_grammatical/A2B2A1B1A3B3_157.wav,long_grammatical,0
143,ADR_long_grammatical/A3B3A2B2A1B1_359.wav,long_grammatical,0
144,ADR_long_grammatical/A3B3A2B2A1B1_347.wav,long_grammatical,0
145,ADR_long_grammatical/A2B2A1B1A3B3_169.wav,long_grammatical,0
146,ADR_long_grammatical/A2B2A3B3A1B1_215.wav,long_grammatical,0
147,ADR_long_grammatical/A3B3A2B2A1B1_321.wav,long_grammatical,0
148,ADR_long_grammatical/A3B3A1B1A2B2_263.wav,long_grammatical,0
149,ADR_long_grammatical/A2B2A3B3A1B1_255.wav,long_grammatical,0
150,ADR_long_grammatical/A2B2A1B1A3B3_148.wav,long_grammatical,0
151,ADR_long_grammatical/A2B2A1B1A3B3_175.wav,long_grammatical,0
152,ADR_long_replacement/A3B3A2B2A1B1_40.wav,long_replacement,-3
153,ADR_long_grammatical/A2B2A3B3A1B1_242.wav,long_grammatical,0
154,ADR_long_grammatical/A1B1A3B3A2B2_68.wav,long_grammatical,0
155,ADR_long_replacement/A3B3A1B1A2B2_39.wav,long_replacement,-3
156,ADR_long_grammatical/A2B2A1B1A3B3_149.wav,long_grammatical,0
157,ADR_long_grammatical/A3B3A1B1A2B2_299.wav,long_grammatical,0
158,ADR_long_replacement/A2B2A3B3A1B1_61.wav,long_replacement,-3
159,ADR_long_grammatical/A1B1A3B3A2B2_77.wav,long_grammatical,0
160,ADR_long_grammatical/A2B2A3B3A1B1_254.wav,long_grammatical,0
161,ADR_long_grammatical/A2B2A1B1A3B3_144.wav,long_grammatical,0
162,ADR_long_grammatical/A2B2A1B1A3B3_134.wav,long_grammatical,0
163,ADR_long_grammatical/A2B2A3B3A1B1_238.wav,long_grammatical,0
164,ADR_long_grammatical/A1B1A3B3A2B2_76.wav,long_grammatical,0
165,ADR_long_grammatical/A1B1A3B3A2B2_66.wav,long_grammatical,0
166,ADR_long_grammatical/A3B3A2B2A1B1_339.wav,long_grammatical,0
167,ADR_long_grammatical/A1B1A2B2A3B3_32.wav,long_grammatical,0
168,ADR_long_replacement/A1B1A3B3A2B2_78.wav,long_replacement,-3
169,ADR_long_grammatical/A2B2A3B3A1B1_244.wav,long_grammatical,0
170,ADR_long_grammatical/A1B1A2B2A3B3_53.wav,long_grammatical,0
171,ADR_long_grammatical/A1B1A2B2A3B3_26.wav,long_grammatical,0
172,ADR_long_grammatical/A1B1A2B2A3B3_20.wav,long_grammatical,0
173,ADR_long_grammatical/A1B1A2B2A3B3_24.wav,long_grammatical,0
174,ADR_long_grammatical/A2B2A1B1A3B3_167.wav,long_grammatical,0
175,ADR_long_grammatical/A3B3A2B2A1B1_326.wav,long_grammatical,0
176,ADR_long_replacement/A3B3A1B1A2B2_91.wav,long_replacement,-3
177,ADR_long_grammatical/A1B1A3B3A2B2_69.wav,long_grammatical,0
178,ADR_long_grammatical/A2B2A1B1A3B3_171.wav,long_grammatical,0
179,ADR_long_grammatical/A2B2A1B1A3B3_132.wav,long_grammatical,0
180,ADR_long_grammatical/A3B3A1B1A2B2_306.wav,long_grammatical,0
181,ADR_long_replacement/A1B1A3B3A2B2_85.wav,long_replacement,-3
182,ADR_long_replacement/A3B3A2B2A1B1_56.wav,long_replacement,-3
