trial_index,audio_filename,condition,position
1,HDR_long_grammatical/A1A3A2B2B3B1_297.wav,long_grammatical,0
2,HDR_long_grammatical/A2A3A1B1B3B2_120.wav,long_grammatical,0
3,HDR_long_grammatical/A2A3A1B1B3B2_71.wav,long_grammatical,0
4,HDR_long_grammatical/A3A2A1B1B2B3_369.wav,long_grammatical,0
5,HDR_long_grammatical/A2A1A3B3B1B2_199.wav,long_grammatical,0
6,HDR_long_replacement/A1A2A3B3B2B1_51.wav,long_replacement,-3
7,HDR_long_replacement/A1A3A2B2B3B1_71.wav,long_replacement,-3
8,HDR_long_grammatical/A2A3A1B1B3B2_118.wav,long_grammatical,0
9,HDR_long_grammatical/A3A1A2B2B1B3_167.wav,long_grammatical,0
10,HDR_long_grammatical/A3A1A2B2B1B3_176.wav,long_grammatical,0
11,HDR_long_grammatical/A1A2A3B3B2B1_22.wav,long_grammatical,0
12,HDR_long_grammatical/A1A2A3B3B2B1_50.wav,long_grammatical,0
13,HDR_long_grammatical/A2A3A1B1B3B2_112.wav,long_grammatical,0
14,HDR_long_grammatical/A2A1A3B3B1B2_204.wav,long_grammatical,0
15,HDR_long_grammatical/A3A1A2B2B1B3_168.wav,long_grammatical,0
16,HDR_long_grammatical/A3A1A2B2B1B3_144.wav,long_grammatical,0
17,HDR_long_grammatical/A2A1A3B3B1B2_216.wav,long_grammatical,0
18,HDR_long_grammatical/A3A2A1B1B2B3_358.wav,long_grammatical,0
19,HDR_long_grammatical/A2A1A3B3B1B2_243.wav,long_grammatical,0
20,HDR_long_grammatical/A2A3A1B1B3B2_100.wav,long_grammatical,0
21,HDR_long_grammatical/A3A2A1B1B2B3_380.wav,long_grammatical,0
22,HDR_long_grammatical/A1A2A3B3B2B1_12.wav,long_grammatical,0
23,HDR_long_replacement/A1A2A3B3B2B1_96.wav,long_replacement,-3
24,HDR_long_grammatical/A2A1A3B3B1B2_210.wav,long_grammatical,0
25,HDR_long_grammatical/A2A1A3B3B1B2_253.wav,long_grammatical,0
26,HDR_long_grammatical/A1A2A3B3B2B1_29.wav,long_grammatical,0
27,HDR_long_grammatical/A3A1A2B2B1B3_136.wav,long_grammatical,0
28,HDR_long_grammatical/A3A2A1B1B2B3_329.wav,long_grammatical,0
29,HDR_long_grammatical/A2A3A1B1B3B2_72.wav,long_grammatical,0
30,HDR_long_grammatical/A2A3A1B1B3B2_64.wav,long_grammatical,0
31,HDR_long_grammatical/A1A2A3B3B2B1_56.wav,long_grammatical,0
32,HDR_long_grammatical/A3A2A1B1B2B3_370.wav,long_grammatical,0
33,HDR_long_grammatical/A2A1A3B3B1B2_238.wav,long_grammatical,0
34,HDR_long_grammatical/A1A3A2B2B3B1_319.wav,long_grammatical,0
35,HDR_long_grammatical/A2A3A1B1B3B2_98.wav,long_grammatical,0
36,HDR_long_replacement/A2A1A3B3B1B2_69.wav,long_replacement,-3
37,HDR_long_replacement/A2A1A3B3B1B2_83.wav,long_replacement,-3
38,HDR_long_grammatical/A3A2A1B1B2B3_356.wav,long_grammatical,0
39,HDR_long_replacement/A2A3A1B1B3B2_82.wav,long_replacement,-3
40,HDR_long_replacement/A3A2A1B1B2B3_26.wav,long_replacement,-3
41,HDR_long_grammatical/A1A3A2B2B3B1_277.wav,long_grammatical,0
42,HDR_long_grammatical/A1A2A3B3B2B1_37.wav,long_grammatical,0
43,HDR_long_grammatical/A3A2A1B1B2B3_365.wav,long_grammatical,0
44,HDR_long_grammatical/A1A2A3B3B2B1_32.wav,long_grammatical,0
45,HDR_long_grammatical/A3A2A1B1B2B3_373.wav,long_grammatical,0
46,HDR_long_replacement/A3A1A2B2B1B3_36.wav,long_replacement,-3
