trial_index,audio_filename,condition,position
1,ADR_long_grammatical/A1B1A2B2A3B3_6.wav,long_grammatical,0
2,ADR_long_concatenation/A1B1A2B2A3B3_11.wav,long_concatenation,-2
3,ADR_long_replacement/A2B2A1B1A3B3_8.wav,long_replacement,-2
4,ADR_long_grammatical/A1B1A3B3A2B2_68.wav,long_grammatical,0
5,ADR_long_grammatical/A1B1A3B3A2B2_100.wav,long_grammatical,0
6,ADR_long_grammatical/A2B2A1B1A3B3_140.wav,long_grammatical,0
7,ADR_long_grammatical/A3B3A1B1A2B2_272.wav,long_grammatical,0
8,ADR_long_grammatical/A2B2A1B1A3B3_139.wav,long_grammatical,0
9,ADR_long_grammatical/A2B2A3B3A1B1_229.wav,long_grammatical,0
10,ADR_long_grammatical/A3B3A1B1A2B2_282.wav,long_grammatical,0
11,ADR_long_grammatical/A3B3A2B2A1B1_339.wav,long_grammatical,0
12,ADR_long_grammatical/A2B2A1B1A3B3_188.wav,long_grammatical,0
13,ADR_long_grammatical/A3B3A1B1A2B2_318.wav,long_grammatical,0
14,ADR_long_grammatical/A1B1A2B2A3B3_24.wav,long_grammatical,0
15,ADR_long_concatenation/A2B2A3B3A1B1_31.wav,long_concatenation,-1
16,ADR_long_grammatical/A2B2A1B1A3B3_168.wav,long_grammatical,0
17,ADR_long_grammatical/A3B3A1B1A2B2_319.wav,long_grammatical,0
18,ADR_long_replacement/A2B2A1B1A3B3_1.wav,long_replacement,-1
19,ADR_long_concatenation/A2B2A1B1A3B3_0.wav,long_concatenation,-3
20,ADR_long_grammatical/A1B1A2B2A3B3_22.wav,long_grammatical,0
21,ADR_long_grammatical/A3B3A2B2A1B1_342.wav,long_grammatical,0
22,ADR_long_grammatical/A1B1A3B3A2B2_101.wav,long_grammatical,0
23,ADR_long_replacement/A1B1A3B3A2B2_47.wav,long_replacement,-3
24,ADR_long_grammatical/A3B3A2B2A1B1_381.wav,long_grammatical,0
25,ADR_long_grammatical/A2B2A1B1A3B3_172.wav,long_grammatical,0
26,ADR_long_grammatical/A1B1A2B2A3B3_2.wav,long_grammatical,0
27,ADR_long_grammatical/A3B3A2B2A1B1_363.wav,long_grammatical,0
28,ADR_long_grammatical/A3B3A2B2A1B1_382.wav,long_grammatical,0
29,ADR_long_concatenation/A3B3A2B2A1B1_9.wav,long_concatenation,-2
30,ADR_long_grammatical/A3B3A1B1A2B2_283.wav,long_grammatical,0
31,ADR_long_grammatical/A1B1A3B3A2B2_76.wav,long_grammatical,0
32,ADR_long_grammatical/A2B2A3B3A1B1_216.wav,long_grammatical,0
33,ADR_long_grammatical/A3B3A2B2A1B1_344.wav,long_grammatical,0
34,ADR_long_grammatical/A3B3A1B1A2B2_274.wav,long_grammatical,0
35,ADR_long_replacement/A3B3A1B1A2B2_14.wav,long_replacement,-1
36,ADR_long_grammatical/A1B1A3B3A2B2_118.wav,long_grammatical,0
37,ADR_long_grammatical/A2B2A3B3A1B1_253.wav,long_grammatical,0
38,ADR_long_grammatical/A1B1A3B3A2B2_111.wav,long_grammatical,0
39,ADR_long_grammatical/A1B1A3B3A2B2_74.wav,long_grammatical,0
40,ADR_long_grammatical/A2B2A3B3A1B1_210.wav,long_grammatical,0
41,ADR_long_grammatical/A2B2A3B3A1B1_205.wav,long_grammatical,0
42,ADR_long_replacement/A3B3A2B2A1B1_7.wav,long_replacement,-1
43,ADR_long_grammatical/A3B3A1B1A2B2_285.wav,long_grammatical,0
44,ADR_long_grammatical/A1B1A2B2A3B3_61.wav,long_grammatical,0
45,ADR_long_grammatical/A2B2A1B1A3B3_173.wav,long_grammatical,0
